Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
10653671,19418,Female,Loyal Customer,33,Business travel,Eco Plus,182,1,4,4,3,1,2,3,1,1,1,3,2,1,1,75,213.0,neutral or dissatisfied
13241869,89238,Female,Loyal Customer,46,Business travel,Eco,3422,0,1,5,1,2,5,5,2,2,1,2,3,2,3,4,2.0,satisfied
1593308,95053,Female,Loyal Customer,54,Personal Travel,Eco,544,2,1,1,3,3,2,3,3,3,5,5,4,5,3,13,22.0,neutral or dissatisfied
7163502,88492,Male,Loyal Customer,49,Personal Travel,Business,2358,1,1,1,1,1,1,1,1,4,3,4,3,4,4,10,0.0,neutral or dissatisfied
8163204,98358,Female,disloyal Customer,35,Business travel,Business,1281,3,3,3,3,5,2,3,3,1,3,3,2,5,4,0,0.0,neutral or dissatisfied
1696591,67,Female,Loyal Customer,57,Business travel,Business,2464,2,5,2,5,3,5,5,5,5,2,5,5,5,5,58,82.0,satisfied
5527553,99267,Female,Loyal Customer,36,Business travel,Business,3572,5,5,5,5,5,4,4,4,4,5,5,4,5,4,0,7.0,satisfied
14551924,122597,Male,Loyal Customer,28,Personal Travel,Eco,1113,4,4,4,4,1,0,1,1,3,5,4,4,3,1,94,16.0,neutral or dissatisfied
12161056,92050,Male,Loyal Customer,50,Business travel,Eco Plus,320,1,1,5,5,4,2,3,2,4,1,2,2,3,4,0,4.0,neutral or dissatisfied
12776213,5813,Male,Loyal Customer,61,Business travel,Business,3397,4,4,4,2,3,4,5,2,2,2,2,3,2,3,3,3.0,satisfied
4097593,80017,Female,disloyal Customer,54,Business travel,Business,1539,4,4,3,3,3,4,3,3,1,5,5,4,5,3,4,3.0,satisfied
7042677,97438,Female,Loyal Customer,43,Business travel,Business,386,4,1,4,3,3,4,3,3,3,5,4,2,3,3,14,16.0,neutral or dissatisfied
6704013,4909,Male,Loyal Customer,63,Business travel,Business,3353,2,4,2,2,5,5,5,5,3,4,5,5,5,5,4,0.0,satisfied
3675179,67386,Female,Loyal Customer,14,Personal Travel,Eco Plus,472,3,5,3,1,1,3,3,4,4,4,4,4,4,4,13,0.0,neutral or dissatisfied
13602007,40240,Male,Loyal Customer,40,Business travel,Business,3645,0,4,0,3,2,5,2,4,4,4,4,3,4,5,41,35.0,satisfied
6148777,101739,Female,disloyal Customer,23,Business travel,Business,396,4,3,3,3,1,3,2,1,1,5,4,2,5,1,15,9.0,neutral or dissatisfied
1929113,106515,Female,disloyal Customer,35,Business travel,Business,3330,0,5,5,5,2,0,3,2,0,1,2,3,4,3,14,15.0,neutral or dissatisfied
13990534,94016,Female,Loyal Customer,44,Business travel,Business,2166,3,3,3,3,3,3,3,3,4,4,4,2,4,3,0,0.0,neutral or dissatisfied
1352553,8250,Male,disloyal Customer,25,Business travel,Business,348,0,0,0,1,2,5,5,4,3,4,5,5,5,4,0,12.0,satisfied
7323159,29702,Male,Loyal Customer,57,Business travel,Business,3520,4,2,4,2,4,4,4,5,5,5,5,4,5,5,41,37.0,satisfied
5661570,85822,Male,Loyal Customer,43,Business travel,Business,765,1,4,0,3,2,2,5,1,1,2,1,3,1,5,14,18.0,neutral or dissatisfied
6965245,83986,Male,Loyal Customer,51,Personal Travel,Eco Plus,283,2,2,2,2,5,5,5,5,2,2,3,3,3,5,0,0.0,neutral or dissatisfied
4399933,92745,Male,disloyal Customer,10,Business travel,Eco,300,3,3,3,3,4,4,5,4,4,5,4,4,3,3,0,11.0,neutral or dissatisfied
7556025,3280,Female,Loyal Customer,48,Business travel,Business,456,5,4,3,3,3,5,3,4,4,4,4,3,4,3,0,3.0,satisfied
12017389,46228,Female,Loyal Customer,12,Personal Travel,Eco,381,4,4,4,3,4,4,4,4,4,1,5,4,4,5,0,0.0,satisfied
5375466,-1426,Female,Loyal Customer,35,Personal Travel,Eco,388,5,5,5,5,5,5,5,1,1,3,1,4,1,4,11,0.0,neutral or dissatisfied
15548275,80333,Female,Loyal Customer,63,Personal Travel,Eco Plus,2356,2,4,4,3,1,3,1,1,3,5,3,1,5,1,3,0.0,neutral or dissatisfied
12055595,85221,Female,disloyal Customer,29,Business travel,Business,364,4,3,4,4,3,4,5,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied
568536,28690,Male,disloyal Customer,43,Business travel,Eco,1050,2,0,4,3,2,2,2,5,5,5,5,5,5,2,3,0.0,neutral or dissatisfied
13954230,90650,Male,Loyal Customer,9,Business travel,Business,1037,3,3,3,3,3,3,3,3,3,3,3,3,4,3,13,0.0,neutral or dissatisfied
4873866,6759,Male,Loyal Customer,7,Personal Travel,Eco,627,4,4,3,1,4,4,4,4,4,1,5,3,5,4,0,4.0,neutral or dissatisfied
9483290,19426,Male,Loyal Customer,33,Business travel,Eco Plus,159,1,2,1,2,5,5,4,5,5,2,5,5,5,5,0,29.0,satisfied
6550064,100862,Male,Loyal Customer,7,Personal Travel,Eco,1060,1,5,1,3,2,2,2,3,3,3,3,5,4,3,5,0.0,neutral or dissatisfied
523873,36975,Female,Loyal Customer,45,Business travel,Eco,884,4,1,1,4,3,1,3,3,3,5,3,2,3,4,12,14.0,neutral or dissatisfied
6956166,28519,Male,Loyal Customer,37,Business travel,Business,533,1,1,1,1,5,4,4,5,3,4,3,5,3,4,16,3.0,satisfied
8965526,88007,Female,Loyal Customer,66,Business travel,Business,2202,2,1,2,1,4,4,3,3,3,3,2,4,3,4,0,0.0,neutral or dissatisfied
5013086,44294,Female,Loyal Customer,28,Business travel,Eco,31,5,2,2,2,5,4,5,5,4,4,5,4,5,5,0,0.0,satisfied
11799458,24825,Male,Loyal Customer,54,Personal Travel,Eco,894,4,3,4,3,5,5,5,4,4,4,4,5,4,3,2,16.0,satisfied
6542903,90635,Male,Loyal Customer,55,Personal Travel,Business,377,3,3,3,3,3,4,4,4,4,3,4,4,4,4,11,14.0,satisfied
1790482,24474,Male,Loyal Customer,62,Personal Travel,Eco,434,2,5,2,2,4,2,4,2,2,2,2,5,2,4,4,0.0,neutral or dissatisfied
14870342,20936,Female,Loyal Customer,47,Business travel,Business,224,2,1,1,1,2,2,2,5,5,5,5,5,5,2,2,0.0,satisfied
9939953,106810,Female,Loyal Customer,58,Business travel,Business,344,5,5,5,5,3,5,4,3,3,5,3,3,3,3,3,6.0,satisfied
12762903,80732,Male,disloyal Customer,32,Business travel,Business,533,3,1,3,3,4,2,2,4,1,3,3,2,4,4,57,90.0,neutral or dissatisfied
11322321,69741,Male,disloyal Customer,16,Business travel,Business,676,4,4,4,3,1,4,1,1,1,3,4,5,1,1,0,0.0,neutral or dissatisfied
1704465,95619,Male,Loyal Customer,48,Personal Travel,Eco,274,1,4,2,3,3,4,3,3,4,1,3,1,3,3,174,288.0,neutral or dissatisfied
4471011,48517,Male,Loyal Customer,55,Personal Travel,Eco,1117,4,5,3,3,5,4,1,1,4,5,3,5,4,1,11,3.0,neutral or dissatisfied
7895639,100167,Male,Loyal Customer,16,Personal Travel,Business,1175,4,1,4,4,2,2,5,4,4,5,5,3,4,5,14,0.0,satisfied
5522326,4781,Female,Loyal Customer,9,Personal Travel,Eco,119,1,4,1,3,2,1,2,2,1,4,5,3,4,2,0,2.0,neutral or dissatisfied
7221293,7907,Male,Loyal Customer,38,Personal Travel,Eco,811,1,4,1,4,5,1,5,5,5,5,5,5,4,5,0,0.0,neutral or dissatisfied
7512984,37763,Male,disloyal Customer,23,Business travel,Eco Plus,760,2,2,3,2,5,3,5,5,5,2,5,5,4,5,69,39.0,neutral or dissatisfied
10670696,98136,Female,Loyal Customer,53,Business travel,Business,378,4,0,4,1,3,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
3935985,76754,Male,disloyal Customer,23,Business travel,Business,1660,2,2,2,2,3,5,3,3,3,5,4,5,4,3,3,31.0,satisfied
5499789,39775,Male,disloyal Customer,35,Business travel,Eco,218,4,1,4,3,1,1,1,4,4,5,4,2,4,1,31,27.0,neutral or dissatisfied
16093936,93066,Male,disloyal Customer,30,Business travel,Eco Plus,238,1,1,1,3,2,4,5,4,4,4,4,3,4,5,13,6.0,neutral or dissatisfied
11515301,85666,Female,Loyal Customer,68,Personal Travel,Eco,936,5,5,0,3,5,5,4,4,4,1,3,5,2,3,0,1.0,satisfied
9951067,96103,Female,Loyal Customer,45,Business travel,Business,431,5,5,5,5,3,4,4,5,5,4,5,5,5,3,13,0.0,satisfied
9847100,126713,Male,Loyal Customer,57,Business travel,Business,3662,2,4,3,3,4,4,5,2,2,2,2,4,2,3,65,66.0,neutral or dissatisfied
10369227,86030,Male,Loyal Customer,42,Business travel,Business,3572,5,5,5,5,4,4,4,4,4,1,4,3,3,4,16,6.0,satisfied
7924091,26598,Female,Loyal Customer,48,Business travel,Eco Plus,910,4,1,5,1,5,5,2,2,2,5,5,5,2,2,11,10.0,satisfied
16086386,5432,Male,Loyal Customer,49,Business travel,Business,3767,4,4,4,3,5,4,5,5,4,5,5,5,4,5,10,4.0,satisfied
8458390,23121,Male,Loyal Customer,17,Personal Travel,Eco Plus,343,1,1,1,1,1,4,3,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
10849383,16380,Male,Loyal Customer,51,Business travel,Business,367,4,4,4,4,4,4,4,4,4,3,5,4,5,3,12,8.0,satisfied
13234965,80117,Female,Loyal Customer,52,Business travel,Business,316,4,2,2,2,3,4,3,3,4,4,3,4,3,3,0,0.0,satisfied
15021315,123025,Female,Loyal Customer,39,Personal Travel,Eco,279,4,4,2,2,5,5,5,5,4,4,4,5,4,5,0,0.0,neutral or dissatisfied
15002452,100321,Male,Loyal Customer,51,Business travel,Business,1863,2,4,4,3,2,5,5,2,2,2,2,5,2,2,15,0.0,satisfied
9167821,38820,Male,Loyal Customer,60,Business travel,Business,2067,5,4,2,2,2,5,5,5,5,5,5,3,5,3,4,3.0,satisfied
1820933,95209,Male,Loyal Customer,56,Business travel,Business,1554,3,3,3,3,5,3,5,4,4,4,4,4,4,2,4,0.0,neutral or dissatisfied
13833963,127960,Female,disloyal Customer,19,Business travel,Business,1150,4,4,4,4,2,4,2,2,3,5,5,3,5,4,92,71.0,neutral or dissatisfied
4133980,122547,Female,disloyal Customer,19,Business travel,Business,2393,2,4,4,4,1,2,1,1,2,5,5,3,4,1,2,1.0,neutral or dissatisfied
9047613,11022,Female,disloyal Customer,9,Business travel,Eco,105,1,1,1,1,5,1,1,4,4,2,4,3,4,4,0,0.0,neutral or dissatisfied
13828831,3510,Female,Loyal Customer,44,Business travel,Business,100,1,1,1,2,2,4,2,4,4,4,4,3,4,2,0,0.0,satisfied
7974726,97137,Female,Loyal Customer,26,Business travel,Business,662,4,5,5,5,4,4,2,5,4,2,5,4,5,3,41,93.0,satisfied
6978462,98358,Female,disloyal Customer,45,Business travel,Business,360,2,3,3,3,2,5,2,3,5,5,5,3,5,3,2,10.0,satisfied
1895874,112840,Male,Loyal Customer,26,Business travel,Business,1044,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,neutral or dissatisfied
1350800,44181,Female,Loyal Customer,59,Business travel,Eco Plus,37,0,3,0,3,5,0,5,5,4,1,2,1,2,5,2,4.0,satisfied
8535460,4671,Female,Loyal Customer,35,Business travel,Business,3522,4,2,2,4,2,4,2,2,4,5,5,3,4,2,152,103.0,satisfied
8478719,120639,Male,Loyal Customer,42,Business travel,Business,1244,5,2,3,2,2,5,5,1,2,5,1,3,3,3,12,11.0,satisfied
11903215,127876,Female,Loyal Customer,56,Personal Travel,Eco,112,4,4,4,4,3,4,3,5,1,5,1,5,1,3,4,0.0,satisfied
9309069,92157,Male,Loyal Customer,53,Personal Travel,Eco,233,4,4,4,4,4,0,4,4,1,2,5,5,3,4,0,0.0,neutral or dissatisfied
8156439,125353,Female,Loyal Customer,28,Personal Travel,Eco Plus,901,3,4,3,4,5,3,5,5,5,3,3,3,1,5,42,35.0,neutral or dissatisfied
2438293,86042,Male,Loyal Customer,49,Business travel,Eco,864,5,5,5,5,2,5,3,1,1,1,1,5,1,4,65,79.0,neutral or dissatisfied
6389412,97279,Male,Loyal Customer,19,Personal Travel,Eco,504,0,4,0,4,2,0,2,3,3,3,5,4,3,5,0,0.0,neutral or dissatisfied
4770731,13964,Male,Loyal Customer,49,Business travel,Eco,538,5,5,5,5,4,5,5,5,5,5,5,5,5,3,42,68.0,satisfied
11546311,2825,Male,Loyal Customer,55,Business travel,Business,3575,2,4,2,1,2,2,3,3,3,2,5,3,3,4,37,11.0,neutral or dissatisfied
11768970,13267,Male,disloyal Customer,23,Business travel,Business,534,2,4,2,3,2,2,2,2,1,2,4,3,4,2,38,9.0,neutral or dissatisfied
4492833,87632,Female,Loyal Customer,58,Personal Travel,Eco,921,3,1,1,3,3,3,3,3,1,3,3,1,3,3,17,3.0,neutral or dissatisfied
7109102,124247,Female,Loyal Customer,60,Personal Travel,Eco Plus,274,0,5,0,3,2,0,3,2,2,2,2,5,2,4,3,0.0,satisfied
645402,60336,Male,Loyal Customer,26,Business travel,Eco Plus,1180,3,3,3,3,2,3,3,2,2,5,2,3,2,3,2,0.0,neutral or dissatisfied
7939717,100522,Female,Loyal Customer,38,Business travel,Business,2170,4,4,4,4,2,4,5,4,4,5,4,4,5,3,14,0.0,satisfied
6471012,126218,Male,Loyal Customer,22,Personal Travel,Business,1011,5,5,5,5,4,3,2,2,3,5,5,3,5,2,0,0.0,neutral or dissatisfied
10220074,96719,Male,Loyal Customer,49,Business travel,Business,3856,4,4,4,3,5,4,5,4,4,4,4,3,4,3,9,3.0,satisfied
13500910,17037,Male,Loyal Customer,24,Business travel,Eco,770,5,5,5,5,2,5,2,2,5,5,5,5,5,2,62,13.0,satisfied
425569,71283,Female,Loyal Customer,53,Business travel,Business,1201,1,3,3,3,5,5,5,5,2,1,2,1,4,5,2,0.0,satisfied
9427578,8266,Female,disloyal Customer,28,Business travel,Business,246,1,0,3,1,3,4,4,4,5,5,5,5,5,4,8,2.0,satisfied
16050113,11757,Female,disloyal Customer,30,Business travel,Business,2119,1,0,5,5,2,2,2,2,3,5,4,3,4,2,0,25.0,neutral or dissatisfied
397440,93854,Female,Loyal Customer,43,Business travel,Business,1701,5,5,5,5,3,5,5,4,1,4,1,5,1,3,10,3.0,satisfied
2616538,83420,Male,Loyal Customer,33,Personal Travel,Eco Plus,2401,4,2,4,2,5,4,4,4,4,4,4,5,4,5,0,16.0,satisfied
6872017,91581,Female,Loyal Customer,57,Business travel,Business,3342,1,2,1,2,2,4,5,5,5,5,5,5,5,5,5,0.0,satisfied
12543802,125023,Female,Loyal Customer,58,Personal Travel,Business,2224,3,3,3,3,4,3,3,4,5,5,4,4,4,1,0,0.0,neutral or dissatisfied
13769394,27089,Male,Loyal Customer,46,Business travel,Business,994,3,3,3,1,5,3,5,5,3,3,1,5,1,5,0,0.0,satisfied
7698619,89216,Male,Loyal Customer,53,Business travel,Eco Plus,2519,1,1,1,1,2,4,2,2,1,3,3,4,2,2,23,29.0,neutral or dissatisfied
11525455,83208,Female,Loyal Customer,60,Personal Travel,Eco,267,1,5,1,1,1,1,5,1,2,2,3,5,1,4,12,13.0,neutral or dissatisfied
1542454,71375,Male,Loyal Customer,50,Business travel,Business,3888,2,2,2,2,4,5,5,4,4,4,5,3,5,3,0,0.0,satisfied
13036031,36132,Female,Loyal Customer,36,Business travel,Business,2827,2,2,1,2,3,4,3,3,1,5,3,1,2,3,3,12.0,neutral or dissatisfied
12119496,95972,Male,Loyal Customer,55,Business travel,Business,3073,4,4,3,3,2,5,5,5,4,5,4,5,5,5,10,2.0,satisfied
5792211,5116,Male,disloyal Customer,35,Business travel,Business,255,4,4,4,4,5,4,5,4,3,2,5,3,4,4,0,0.0,satisfied
11273336,110801,Male,Loyal Customer,10,Personal Travel,Eco,305,2,2,2,2,3,2,5,3,3,3,3,4,3,4,4,2.0,neutral or dissatisfied
3316101,124531,Male,Loyal Customer,17,Personal Travel,Eco,1010,3,1,1,5,2,3,2,2,3,4,4,5,3,2,16,0.0,neutral or dissatisfied
4009733,25243,Male,Loyal Customer,25,Business travel,Business,421,2,2,2,2,3,2,2,3,3,2,4,4,4,3,0,0.0,neutral or dissatisfied
10008608,10493,Female,Loyal Customer,51,Business travel,Eco Plus,2101,5,5,5,5,3,5,3,5,5,5,5,4,5,5,2,0.0,satisfied
14673545,87652,Female,Loyal Customer,7,Personal Travel,Eco,543,2,5,2,3,2,2,2,2,4,2,5,2,4,4,0,0.0,neutral or dissatisfied
12524754,88572,Male,disloyal Customer,50,Personal Travel,Eco,1061,2,2,2,3,5,2,5,5,3,5,5,5,5,5,3,4.0,neutral or dissatisfied
1600984,107561,Female,Loyal Customer,19,Business travel,Business,2095,1,1,1,1,3,4,4,4,3,4,4,3,4,3,0,5.0,neutral or dissatisfied
9153894,8857,Female,Loyal Customer,11,Business travel,Eco Plus,380,4,1,4,4,4,1,2,4,4,1,2,2,4,4,0,0.0,neutral or dissatisfied
10088700,84968,Male,Loyal Customer,58,Business travel,Eco,308,2,3,3,3,5,5,1,4,4,5,5,3,4,4,0,0.0,satisfied
14978536,97903,Male,Loyal Customer,33,Business travel,Eco Plus,2612,4,4,4,3,4,4,4,3,3,3,3,3,3,4,14,2.0,satisfied
2508271,44859,Female,disloyal Customer,7,Business travel,Eco,773,2,0,2,3,3,2,2,3,3,2,4,3,3,2,0,9.0,neutral or dissatisfied
9753258,25165,Male,Loyal Customer,17,Personal Travel,Eco,421,1,5,1,3,4,1,2,4,3,1,3,2,4,4,4,0.0,neutral or dissatisfied
16342691,91470,Female,Loyal Customer,51,Business travel,Business,2164,4,3,3,3,2,4,5,4,4,4,4,5,4,4,0,4.0,satisfied
6016354,126954,Female,disloyal Customer,17,Business travel,Eco,310,2,1,1,1,2,2,2,2,4,3,3,2,4,2,0,11.0,neutral or dissatisfied
12697952,118538,Male,Loyal Customer,15,Business travel,Eco Plus,1399,4,1,4,1,3,4,3,3,3,5,5,3,5,3,0,0.0,satisfied
14872189,94154,Male,Loyal Customer,48,Business travel,Eco Plus,443,2,1,1,1,5,5,5,4,4,2,4,1,2,4,0,12.0,neutral or dissatisfied
11766013,92731,Male,Loyal Customer,56,Personal Travel,Eco,333,3,5,0,3,2,0,5,4,4,2,3,3,4,4,12,16.0,neutral or dissatisfied
8215800,91823,Female,Loyal Customer,56,Business travel,Business,2814,1,4,0,4,4,1,4,4,3,1,4,3,4,4,17,15.0,satisfied
1294446,32735,Male,Loyal Customer,57,Personal Travel,Eco,786,2,5,0,3,4,0,3,3,3,5,2,3,3,3,3,0.0,neutral or dissatisfied
6771990,42486,Female,Loyal Customer,53,Business travel,Eco Plus,825,5,5,5,5,5,5,5,5,5,5,5,3,5,3,4,57.0,satisfied
646405,1276,Female,Loyal Customer,10,Personal Travel,Eco,809,1,1,1,2,4,1,4,4,3,1,3,2,4,4,0,0.0,neutral or dissatisfied
15466355,118684,Female,Loyal Customer,63,Personal Travel,Eco,458,1,1,1,1,1,1,1,1,4,2,2,4,1,1,1,0.0,neutral or dissatisfied
10986725,122744,Female,Loyal Customer,47,Business travel,Business,2232,2,2,2,2,2,2,5,4,4,2,4,3,4,4,0,0.0,satisfied
10568763,90631,Female,Loyal Customer,43,Business travel,Business,2288,4,3,3,3,3,4,3,3,5,5,5,5,5,3,3,8.0,satisfied
12079157,83163,Male,Loyal Customer,44,Business travel,Business,3424,3,3,3,5,3,4,3,3,3,1,4,3,5,3,14,0.0,satisfied
5919311,105386,Female,disloyal Customer,14,Business travel,Business,842,2,4,4,4,2,4,2,2,3,2,5,3,5,5,90,73.0,satisfied
3480074,98106,Male,Loyal Customer,55,Personal Travel,Eco,1065,4,5,4,2,5,5,5,5,5,5,5,5,5,5,11,33.0,satisfied
11904513,47606,Male,Loyal Customer,54,Personal Travel,Eco,326,3,4,3,1,5,2,4,5,5,5,5,5,5,3,0,0.0,neutral or dissatisfied
10997153,122065,Female,disloyal Customer,38,Business travel,Business,2459,3,4,5,4,1,2,1,1,1,3,2,4,4,1,13,8.0,neutral or dissatisfied
11391601,10372,Male,Loyal Customer,55,Personal Travel,Eco,251,4,4,4,4,2,4,2,2,4,5,5,5,5,2,46,43.0,satisfied
2847654,97791,Female,Loyal Customer,55,Business travel,Business,315,4,3,4,3,4,4,5,5,5,5,5,3,5,5,3,3.0,satisfied
9559454,7885,Female,Loyal Customer,7,Personal Travel,Eco,1026,1,4,1,4,4,1,4,4,4,5,1,4,5,4,0,0.0,neutral or dissatisfied
10301436,123421,Female,Loyal Customer,60,Business travel,Business,3840,2,1,2,2,3,2,3,3,4,4,3,3,3,3,0,0.0,satisfied
3284208,81324,Male,Loyal Customer,63,Business travel,Business,199,5,5,5,2,5,5,1,2,4,2,4,3,2,3,10,0.0,satisfied
5162002,85562,Female,Loyal Customer,59,Personal Travel,Business,2595,2,2,2,4,2,2,2,2,3,2,2,4,2,2,10,17.0,neutral or dissatisfied
13964643,4677,Female,Loyal Customer,56,Business travel,Business,2989,2,2,2,3,3,5,3,3,3,4,3,3,3,3,71,30.0,neutral or dissatisfied
8112640,97739,Male,Loyal Customer,57,Business travel,Business,1984,3,3,3,5,2,4,4,4,4,2,5,5,5,4,1,4.0,satisfied
3513814,99209,Male,Loyal Customer,25,Business travel,Eco Plus,750,2,5,2,5,4,5,4,4,5,5,5,2,5,4,9,0.0,satisfied
14009415,124943,Female,Loyal Customer,24,Business travel,Business,3248,1,3,3,3,3,4,3,1,1,2,1,4,1,3,0,0.0,neutral or dissatisfied
2807865,90625,Male,Loyal Customer,53,Personal Travel,Business,381,2,2,2,3,2,2,2,4,4,4,4,4,4,2,0,0.0,neutral or dissatisfied
16702067,13669,Female,Loyal Customer,46,Business travel,Eco,525,4,3,2,3,4,4,4,4,3,3,3,4,3,4,0,3.0,neutral or dissatisfied
9412425,2216,Female,Loyal Customer,10,Business travel,Eco,777,3,5,3,5,2,3,2,2,1,3,3,3,3,2,200,194.0,neutral or dissatisfied
15969447,101767,Female,disloyal Customer,16,Business travel,Business,296,2,2,2,2,4,2,5,4,4,5,4,3,4,4,6,0.0,neutral or dissatisfied
8243960,79525,Female,Loyal Customer,38,Business travel,Business,471,1,1,1,3,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
16683478,23870,Female,Loyal Customer,47,Personal Travel,Eco,973,3,3,3,3,3,3,3,3,4,5,4,3,3,3,18,0.0,neutral or dissatisfied
15148161,29207,Female,Loyal Customer,59,Personal Travel,Eco,1061,2,4,2,3,5,4,5,5,3,2,1,5,2,5,3,0.0,neutral or dissatisfied
8463966,102513,Male,Loyal Customer,53,Business travel,Business,1545,2,1,4,5,2,4,5,5,4,2,5,5,5,5,54,41.0,satisfied
13651361,92410,Female,Loyal Customer,19,Personal Travel,Business,1861,5,5,5,5,4,5,5,4,4,4,5,5,4,4,89,77.0,satisfied
1406492,100601,Female,Loyal Customer,38,Business travel,Business,1945,2,2,5,2,2,4,5,2,3,4,2,3,4,3,5,3.0,satisfied
2131818,37349,Male,Loyal Customer,18,Business travel,Business,101,3,1,3,3,3,4,3,3,3,2,4,5,4,3,0,0.0,neutral or dissatisfied
4547604,3595,Female,Loyal Customer,45,Business travel,Business,2278,4,1,1,1,5,4,3,5,5,2,5,3,5,5,0,0.0,satisfied
11413344,34760,Female,Loyal Customer,52,Business travel,Eco Plus,433,1,3,1,3,1,4,3,1,1,1,3,2,1,4,0,0.0,neutral or dissatisfied
16442489,85213,Male,disloyal Customer,19,Business travel,Eco,431,1,1,3,3,5,3,5,5,5,5,4,1,4,5,5,0.0,neutral or dissatisfied
977942,39927,Female,Loyal Customer,46,Business travel,Eco,997,1,4,4,3,1,1,1,1,1,1,1,3,4,1,0,0.0,neutral or dissatisfied
7851815,127523,Female,Loyal Customer,16,Personal Travel,Eco,334,2,4,2,4,1,3,1,1,1,5,2,2,4,4,3,0.0,neutral or dissatisfied
4125291,83204,Female,Loyal Customer,61,Personal Travel,Eco,1621,2,1,2,3,4,2,4,3,3,2,3,3,2,4,0,0.0,neutral or dissatisfied
7464695,95450,Female,Loyal Customer,55,Personal Travel,Eco,945,2,3,2,3,3,3,3,3,5,5,5,3,3,3,14,13.0,neutral or dissatisfied
10697899,32844,Male,Loyal Customer,7,Personal Travel,Eco,183,4,4,4,4,4,1,4,4,4,2,4,3,4,4,3,19.0,neutral or dissatisfied
15794692,50365,Male,disloyal Customer,25,Business travel,Eco,885,4,4,4,4,5,4,2,1,3,3,5,4,4,2,3,0.0,neutral or dissatisfied
926714,100063,Female,disloyal Customer,20,Business travel,Business,298,2,5,5,5,2,4,2,2,1,5,4,4,4,2,33,68.0,neutral or dissatisfied
10508614,47300,Female,Loyal Customer,48,Personal Travel,Eco,240,2,1,2,3,4,2,4,4,4,5,4,1,3,4,0,0.0,neutral or dissatisfied
15615086,89531,Female,Loyal Customer,46,Business travel,Business,464,4,5,5,1,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
16020297,96386,Male,Loyal Customer,54,Business travel,Business,1901,1,3,1,3,0,1,4,3,5,1,5,1,5,4,0,0.0,neutral or dissatisfied
10031413,126068,Female,Loyal Customer,15,Personal Travel,Eco,372,2,2,2,1,3,2,2,2,1,5,3,3,3,3,0,0.0,neutral or dissatisfied
11711409,104279,Female,Loyal Customer,61,Business travel,Business,339,2,5,5,5,4,4,4,2,2,2,2,4,2,4,38,27.0,neutral or dissatisfied
11906542,88843,Female,Loyal Customer,46,Business travel,Business,431,3,1,3,3,4,4,4,4,4,4,4,3,4,4,10,21.0,satisfied
8376852,72542,Male,Loyal Customer,21,Personal Travel,Eco,628,3,2,3,2,4,3,4,4,4,3,4,3,4,4,8,,neutral or dissatisfied
9374191,44088,Male,Loyal Customer,54,Business travel,Business,1482,2,1,0,3,2,4,3,2,2,2,2,3,2,4,3,1.0,satisfied
15691871,15096,Female,Loyal Customer,55,Personal Travel,Eco,373,3,1,1,3,3,3,4,3,4,3,3,2,3,4,9,15.0,neutral or dissatisfied
12532607,25361,Female,Loyal Customer,47,Business travel,Business,2697,1,2,1,1,2,1,5,5,5,5,5,4,5,5,15,22.0,satisfied
12974301,49191,Female,Loyal Customer,34,Personal Travel,Eco,1009,3,1,2,1,3,2,5,3,3,3,3,5,4,5,0,23.0,neutral or dissatisfied
8242815,16417,Female,Loyal Customer,21,Business travel,Eco Plus,223,3,3,3,3,3,3,2,5,2,5,3,4,3,4,71,41.0,neutral or dissatisfied
3890440,51929,Male,Loyal Customer,53,Business travel,Business,2693,4,4,4,4,5,4,5,5,4,4,4,1,1,3,0,0.0,satisfied
413523,52673,Male,Loyal Customer,26,Business travel,Business,367,3,2,4,3,3,3,3,3,1,1,3,3,3,3,0,0.0,neutral or dissatisfied
8286240,30784,Female,Loyal Customer,32,Business travel,Eco,244,0,0,0,3,4,0,4,2,5,1,2,2,2,3,1,0.0,satisfied
9635946,114486,Female,disloyal Customer,10,Business travel,Business,332,4,4,4,3,1,4,3,1,1,1,4,1,4,4,4,13.0,neutral or dissatisfied
6284619,114277,Male,Loyal Customer,27,Personal Travel,Eco Plus,1077,2,5,3,3,5,3,3,2,2,2,2,3,2,1,19,0.0,neutral or dissatisfied
10726604,1024,Female,Loyal Customer,29,Business travel,Business,2478,1,4,0,4,1,3,3,1,1,5,2,1,1,3,0,0.0,neutral or dissatisfied
10394057,29760,Male,Loyal Customer,60,Business travel,Business,255,5,5,5,5,5,4,5,5,5,5,3,4,5,5,0,0.0,satisfied
4918590,16200,Male,Loyal Customer,38,Personal Travel,Eco,572,3,4,3,3,5,3,5,5,3,3,3,5,4,5,0,0.0,neutral or dissatisfied
